,age,fnlwgt,educational-num,capital-gain,capital-loss,hours-per-week,education_cat,workclass_cat,marital-status_cat,occupation_cat,relationship_cat,race_cat,gender_cat,native-country_cat
31222,58,104945.0,5,0,0,60,6,2,2,5,0,2,1,38
31223,51,85423.0,9,0,0,55,11,2,2,11,0,4,1,38
31224,31,214234.99999999997,9,0,0,65,11,2,2,7,0,4,1,38
31225,35,278632.0,9,0,0,40,11,4,2,2,0,4,1,38
31227,31,143392.0,10,0,0,35,15,1,0,0,1,4,0,38
31228,21,277408.0,10,0,0,35,15,2,4,7,4,4,0,38
31229,39,336793.0,14,0,0,55,12,4,2,2,0,4,1,38
31230,36,184112.0,15,15024,0,45,14,2,2,9,5,4,0,38
31231,51,74660.0,6,0,0,40,0,2,2,2,0,4,1,38
31232,18,395026.0,7,0,0,12,1,2,4,7,3,4,1,38
31233,32,171215.0,10,0,0,48,15,2,0,0,1,4,1,38
31234,56,121361.99999999999,13,0,0,32,9,2,0,7,1,4,0,38
31235,35,409200.0,12,0,0,40,7,2,4,10,1,4,1,38
31236,63,268965.0,8,0,0,40,2,2,6,11,4,4,0,38
31237,61,136262.0,9,0,0,50,11,2,2,3,0,4,1,38
31238,23,141323.0,10,0,0,40,15,2,4,7,3,4,1,38
31239,52,108083.0,14,0,0,50,12,1,2,9,0,4,1,38
31240,19,82210.0,9,0,0,50,11,2,4,11,1,4,1,38
31241,33,400943.0,14,0,0,50,12,5,2,9,0,4,1,38
31242,35,308489.0,13,0,0,50,9,2,2,11,0,2,1,38
31243,35,187053.0,9,0,0,60,11,2,0,13,1,4,0,38
31244,38,75826.0,15,0,0,40,14,2,2,9,5,4,0,38
31245,23,413345.00000000006,13,0,0,60,9,2,4,0,1,4,0,38
31246,22,356567.0,11,0,0,60,8,2,0,12,1,4,1,38
31247,20,223811.0,9,0,0,40,11,2,4,5,1,4,1,38
31248,19,159313.0,9,0,0,40,11,2,4,5,1,4,1,38
31249,47,250170.0,9,0,0,40,11,2,2,6,0,2,1,38
31250,59,135617.0,7,0,0,40,1,2,2,2,0,4,1,38
31251,38,187346.0,9,0,0,40,11,2,4,11,3,4,0,38
31252,36,108103.00000000001,9,0,0,50,11,2,2,7,0,4,1,38
31253,27,255476.0,3,0,0,40,4,2,4,7,2,4,1,25
31254,24,68577.0,11,0,0,40,8,2,2,13,0,4,1,38
31255,35,155961.0,9,0,0,35,11,2,4,7,3,2,0,22
31256,22,264102.0,10,0,0,39,15,5,4,7,2,2,1,13
31257,37,167777.0,9,0,0,52,11,2,2,13,0,4,1,38
31258,36,225398.99999999997,9,7298,0,40,11,2,2,2,0,4,1,38
31259,28,199998.0,9,0,0,25,11,2,5,7,1,4,0,38
31260,55,199855.99999999997,9,0,0,50,11,2,2,11,5,4,0,38
31262,32,193042.0,13,0,0,44,9,2,2,11,0,4,1,38
31264,47,162595.0,10,0,0,45,15,1,3,2,2,4,1,38
31265,23,208826.0,13,0,0,40,9,2,4,7,1,4,0,38
31266,50,120190.0,14,0,0,45,12,1,0,9,1,4,0,38
31267,40,27242.0,9,0,0,84,11,4,2,4,0,4,1,38
31268,51,348099.0,9,0,1590,40,11,2,4,6,1,4,0,38
31269,34,185041.0,9,0,1669,45,11,2,4,9,1,4,0,38
31270,28,309196.0,13,0,0,40,9,2,4,10,1,4,0,38
31271,52,254285.0,16,0,1887,70,10,5,2,9,0,4,1,10
31272,39,336226.0,9,3103,0,60,11,3,2,3,0,4,1,38
31273,43,240698.0,13,0,0,40,9,2,2,0,0,4,1,38
31274,36,411797.0,13,0,0,35,9,2,4,9,3,4,0,38
31275,25,178843.0,13,0,0,15,9,2,4,9,3,4,0,38
31276,42,136177.0,10,0,0,38,15,2,0,0,4,4,0,38
31277,35,243409.0,10,0,0,40,15,2,2,13,0,4,1,10
31278,43,258049.0,14,7688,0,53,12,2,2,3,0,4,1,38
31279,34,164748.0,9,0,0,40,11,2,2,2,0,4,1,38
31280,50,24185.0,13,0,0,38,9,5,2,3,0,4,1,38
31281,30,167476.0,10,0,0,60,15,2,2,13,0,4,1,38
31282,44,106900.00000000001,14,0,0,44,12,2,2,9,0,4,1,38
31283,52,53497.0,11,0,0,40,8,2,2,2,0,4,1,38
31284,35,335704.0,12,0,0,60,7,2,2,11,0,4,1,38
31285,36,211022.0,11,0,0,40,8,2,0,9,1,4,1,38
31286,30,163003.0,13,0,0,52,9,2,4,3,3,1,0,35
31287,36,77146.0,13,15024,0,45,9,3,2,11,0,4,1,38
31288,39,67433.0,13,0,0,40,9,2,4,3,1,4,0,38
31289,25,458548.99999999994,2,0,0,96,3,2,2,4,0,4,1,25
31290,26,190469.0,13,0,0,40,9,2,4,12,1,4,1,38
31291,20,195411.0,9,0,0,20,11,2,4,11,3,2,0,38
31292,20,216889.0,10,0,0,40,15,2,4,10,3,4,1,38
31294,26,167350.0,9,0,0,50,11,2,4,13,3,4,1,38
31295,24,241857.00000000003,10,0,0,35,15,2,4,0,1,2,0,38
31296,48,125892.0,13,0,0,40,9,2,2,12,0,4,1,38
31297,62,272209.0,9,0,0,99,11,2,0,8,4,2,0,38
31298,48,175221.0,9,0,0,40,11,2,2,6,0,4,1,38
31299,52,180195.0,13,0,0,40,9,2,2,11,0,4,1,38
31300,25,38090.0,13,0,0,44,9,2,4,11,1,4,1,38
31301,58,310085.0,3,0,0,40,4,2,2,6,0,4,1,38
31302,40,118686.0,13,0,0,45,9,0,4,9,1,4,0,38
31305,19,43937.0,10,0,0,20,15,2,4,7,2,4,0,38
31306,37,210438.0,7,0,0,40,1,2,4,5,1,2,1,38
31307,23,176724.0,7,0,0,40,1,2,2,6,0,4,1,32
31308,31,113363.99999999999,9,0,0,60,11,4,0,2,1,4,1,38
31309,64,73986.0,4,0,0,20,5,4,2,2,0,4,1,38
31310,28,197932.0,10,0,0,16,15,1,4,0,3,4,0,38
31311,32,193285.0,9,0,0,40,11,2,4,2,3,4,1,38
31312,49,223342.0,10,0,0,44,15,1,0,0,1,4,0,38
31313,35,49749.0,10,0,0,40,15,2,0,0,1,4,0,38
31315,45,201865.00000000003,16,0,0,45,10,2,2,3,0,4,1,38
31316,39,322143.0,8,15024,0,70,2,2,2,13,0,4,1,38
31318,46,275625.0,13,0,0,60,9,4,0,7,4,1,0,34
31319,19,206599.0,10,0,0,16,15,2,4,0,3,4,0,38
31320,29,89813.0,9,0,0,40,11,2,2,6,5,4,0,33
31321,25,156848.0,9,0,0,35,11,5,2,10,3,4,1,38
31322,37,162494.0,13,0,0,40,9,2,4,0,1,4,0,38
31323,30,205407.00000000003,9,0,0,40,11,2,4,0,4,4,1,38
31324,28,375313.0,9,0,0,40,11,2,2,6,0,1,1,29
31325,36,930948.0000000001,10,6497,0,56,15,0,5,0,4,2,0,38
31326,32,127895.00000000001,10,0,0,35,15,2,4,3,4,2,0,38
31327,34,248754.00000000003,7,0,0,40,1,2,4,6,1,4,1,38
31328,34,188096.0,9,0,0,36,11,2,4,0,1,4,0,38
31329,20,216811.0,10,0,0,40,15,2,4,11,3,4,0,38
31330,27,113870.0,14,0,0,40,12,3,4,13,3,4,1,38
31331,36,343052.0,9,0,0,40,11,0,2,0,5,4,0,38
31332,35,280966.0,10,0,0,40,15,2,2,11,0,4,1,38
31333,37,42044.0,9,0,0,35,11,2,0,3,1,4,1,38
31334,32,309513.0,9,0,0,50,11,2,2,2,0,4,1,38
31335,32,163604.0,14,0,0,20,12,2,4,9,1,4,0,38
31336,52,224198.0,9,0,0,48,11,2,0,11,1,4,0,38
31337,50,338283.0,10,0,0,40,15,2,2,2,0,4,1,38
31338,23,242375.00000000003,9,0,0,30,11,2,4,7,1,4,0,38
31339,25,81286.0,9,0,0,45,11,2,2,2,0,4,1,38
31340,21,243368.0,1,0,0,50,13,2,4,4,1,4,1,25
31341,31,217803.0,9,0,0,32,11,2,0,11,1,4,0,38
31342,31,323020.0,10,0,0,30,15,4,2,7,5,4,0,38
31343,41,34278.0,11,0,0,40,8,2,5,7,1,4,1,38
31344,47,184579.0,10,0,0,60,15,2,2,12,0,4,1,38
31346,20,142673.0,10,0,0,45,15,2,4,0,1,4,0,38
31347,29,131714.0,6,0,0,25,0,2,0,6,1,2,0,38
31348,51,74784.0,10,0,0,40,15,1,6,0,1,4,0,38
31349,30,181372.0,13,0,0,33,9,1,2,9,5,4,0,38
31351,48,155664.0,13,0,0,35,9,2,2,0,0,4,1,38
31352,39,174924.0,9,14344,0,40,11,2,5,3,1,4,1,38
31353,62,113440.0,13,0,0,35,9,2,2,11,0,4,1,38
31354,22,147227.0,13,0,0,30,9,2,4,7,1,4,1,38
31355,46,207022.0,13,7688,0,40,9,0,2,3,0,4,1,38
31356,51,123010.99999999999,14,0,1977,35,12,1,2,9,0,4,1,38
31357,20,184678.0,9,0,0,32,11,2,4,11,1,4,0,38
31358,40,182437.0,12,15024,0,50,7,3,2,11,0,4,1,38
31359,31,98639.0,13,0,0,40,9,2,4,12,1,4,1,38
31360,30,174201.0,10,0,0,40,15,2,4,2,3,4,1,38
31361,52,123780.0,9,0,0,38,11,2,2,0,5,4,0,38
31362,20,374116.0,9,0,0,40,11,2,4,9,2,4,0,38
31363,37,212005.0,11,0,0,40,8,1,2,3,0,4,1,38
31364,65,123964.99999999999,13,0,0,40,9,2,6,7,1,4,0,38
31365,40,242619.00000000003,13,4650,0,40,9,2,4,9,1,4,1,38
31366,60,138502.0,13,7298,0,48,9,1,2,10,0,4,1,38
31367,27,113635.0,9,0,0,35,11,2,4,2,1,4,1,20
31368,62,664366.0,13,0,0,60,9,2,2,11,0,4,1,38
31369,53,218311.0,9,0,0,35,11,2,0,11,1,4,0,38
31370,38,278557.0,13,0,0,50,9,2,2,11,0,4,1,38
31371,49,314773.0,11,0,0,40,8,2,2,9,0,4,1,38
31372,21,194861.0,9,0,0,40,11,2,4,6,3,4,1,38
31373,18,400615.99999999994,10,0,0,40,15,2,4,0,3,4,1,38
31374,25,208117.00000000003,13,0,0,40,9,2,4,9,2,4,1,38
31375,36,184498.0,7,0,0,40,1,2,2,2,0,4,1,38
31376,52,117674.0,9,0,0,55,11,2,2,3,0,4,1,38
31377,19,162621.0,10,0,0,14,15,2,4,12,3,4,1,38
31378,23,368739.0,13,0,0,40,9,2,4,0,1,4,0,38
31379,63,196994.0,13,0,0,15,9,4,2,11,0,4,1,38
31380,63,420628.99999999994,11,0,0,45,8,4,2,7,0,4,1,38
31381,62,245491.0,13,99999,0,40,9,3,0,11,1,4,1,38
31382,51,276456.0,12,3103,0,30,7,4,2,11,0,4,1,38
31383,76,169133.0,10,0,0,30,15,1,6,0,1,4,0,38
31384,50,99307.0,9,5013,0,45,11,2,2,2,0,4,1,38
31385,45,120131.0,9,0,0,50,11,3,2,2,0,4,1,38
31386,44,456236.0,10,0,0,45,15,3,0,11,3,4,1,38
31387,51,107123.0,4,0,0,40,5,2,2,13,0,2,1,38
31388,42,125461.0,13,4650,0,35,9,1,4,3,3,4,1,38
31389,43,36924.0,14,0,0,40,12,1,2,9,0,4,1,38
31390,53,167065.0,7,0,0,40,1,2,2,6,0,4,1,38
31391,29,53642.0,11,0,0,40,8,2,2,0,0,4,1,38
31392,41,154668.0,10,0,0,40,15,2,2,9,0,4,1,38
31393,44,102238.0,9,0,0,40,11,0,0,2,4,4,1,38
31394,35,54595.0,6,0,1980,40,0,2,6,7,1,2,0,38
31395,27,152951.0,9,0,0,40,11,2,2,2,0,4,1,38
31396,35,257042.0,10,0,0,50,15,2,2,9,0,4,1,38
31397,60,74243.0,11,0,0,30,8,2,6,2,1,4,0,38
31398,49,149049.0,10,14344,0,45,15,2,0,3,1,4,1,38
31399,33,117186.0,13,0,0,45,9,2,2,3,0,4,1,38
31400,35,178322.0,13,0,0,40,9,2,2,11,0,4,1,38
31401,31,286911.0,10,0,0,38,15,5,2,0,0,4,1,38
31402,54,203635.0,9,7298,0,60,11,2,2,0,0,4,1,38
31403,57,177271.0,16,0,0,35,10,4,2,9,0,4,1,38
31404,30,149427.0,5,0,0,45,6,2,4,2,3,4,1,38
31405,45,101656.0,6,0,0,40,0,2,4,6,1,1,1,39
31406,41,274363.0,10,7298,0,42,15,2,2,6,0,4,1,38
31407,25,241025.00000000003,13,0,0,18,9,2,4,7,3,4,1,38
31408,51,338836.0,10,0,0,40,15,3,2,3,0,4,1,38
31409,42,210534.0,3,0,0,40,4,2,5,0,2,4,1,7
31410,28,95725.0,11,0,0,45,8,2,4,5,1,4,1,38
31412,53,167410.0,13,0,0,40,9,0,0,12,1,0,1,38
31413,31,158162.0,13,13550,0,50,9,2,4,3,1,4,0,38
31414,46,241935.0,7,7688,0,40,1,2,2,7,0,2,1,38
31415,25,406954.99999999994,9,0,0,40,11,0,4,0,2,4,0,38
31416,47,341762.0,9,0,0,40,11,2,2,6,0,4,1,38
31418,30,38848.0,9,0,0,40,11,2,2,13,0,4,1,38
31419,48,54744.0,9,0,0,40,11,2,2,2,0,4,1,38
31420,22,332194.0,10,0,0,40,15,2,4,7,3,2,1,38
31421,32,154950.0,10,0,0,30,15,4,2,2,0,4,1,38
31422,33,196342.0,16,0,0,45,10,4,4,9,1,4,1,38
31423,31,201292.0,9,0,0,40,11,2,2,7,0,4,1,38
31424,43,339767.0,10,0,0,20,15,2,2,7,5,4,0,8
31425,26,250066.0,11,0,0,40,8,2,4,7,1,4,0,38
31426,34,318886.0,9,0,0,40,11,2,2,4,0,2,1,38
31427,50,124076.0,13,0,0,40,9,1,2,9,5,4,0,38
31428,30,242122.0,9,0,0,40,11,5,5,0,4,2,0,38
31429,17,34019.0,7,0,0,20,1,2,4,7,3,4,1,38
31430,35,230754.0,14,0,0,40,12,1,4,9,3,2,0,38
31431,29,213842.0,10,0,0,40,15,2,2,2,0,4,1,38
31432,27,196386.0,12,4064,0,40,7,0,2,0,0,4,1,7
31434,34,134737.0,13,0,0,40,9,2,4,11,3,4,1,38
31435,32,515629.0,9,0,0,40,11,2,5,5,1,4,0,38
31436,47,119199.0,10,0,0,40,15,0,0,0,4,4,0,38
31437,40,90222.0,10,0,0,40,15,2,4,11,1,4,0,38
31438,26,28443.0,11,0,0,40,8,2,4,7,1,4,0,38
31439,30,159442.0,9,0,0,40,11,2,4,7,1,4,0,20
31440,54,315804.0,9,0,0,40,11,2,0,2,1,4,1,38
31441,53,135840.0,13,0,0,55,9,2,2,9,0,4,1,38
31443,43,118001.0,4,0,0,40,5,2,5,4,1,2,1,38
31444,25,207875.0,10,0,0,20,15,2,4,4,3,4,1,38
31445,39,164898.0,9,0,0,40,11,2,2,2,0,4,1,38
31446,57,170066.0,9,0,0,25,11,1,2,13,0,4,1,38
31447,47,111993.99999999999,9,0,0,34,11,2,2,7,0,4,1,38
31448,45,166636.0,9,0,0,35,11,2,0,7,2,2,0,38
31449,24,61737.0,13,0,0,40,9,5,4,9,1,4,1,38
31450,32,241885.0,6,0,0,40,0,4,0,2,1,4,1,38
31451,25,234190.0,10,0,0,35,15,2,4,11,1,4,1,38
31452,57,230899.0,3,0,0,40,4,2,5,6,1,4,0,38
31453,28,114158.0,13,0,1977,24,9,2,2,9,5,4,0,38
31454,28,222441.99999999997,9,0,0,51,11,2,2,11,0,4,1,4
31455,27,157612.0,13,0,0,55,9,2,4,9,1,4,0,38
31456,28,199902.99999999997,13,0,0,20,9,2,4,0,1,4,0,38
31458,44,156687.0,9,0,0,42,11,4,2,4,0,1,1,23
31459,27,369522.0,9,0,0,45,11,2,4,6,3,4,1,38
31460,61,226297.0,13,0,0,40,9,2,2,3,0,4,1,38
31461,25,356017.0,7,0,0,99,1,2,4,7,1,4,1,38
31462,28,189257.0,5,0,0,24,6,2,4,5,3,2,0,38
31463,20,157541.0,10,0,0,40,15,2,4,2,3,4,1,38
31464,33,69251.0,11,0,0,40,8,2,4,11,3,1,1,29
31465,38,272944.0,9,0,0,40,11,5,0,7,1,4,1,38
31466,31,113667.0,9,0,0,25,11,2,4,11,4,2,0,38
31467,40,222010.99999999997,14,0,0,45,12,2,4,9,1,4,0,38
31468,43,191196.0,10,0,0,55,15,2,2,3,0,4,1,38
31469,38,169104.0,14,0,0,60,12,2,2,3,0,4,1,38
31470,19,146679.0,10,0,0,30,15,2,4,3,3,2,1,38
31471,56,226985.0,12,0,0,50,7,2,2,7,0,4,1,38
31472,38,153066.0,14,0,0,45,12,2,0,3,1,4,1,38
31474,22,200109.0,9,4508,0,40,11,2,2,8,5,4,0,38
31475,18,109445.0,9,0,0,25,11,5,4,7,3,4,1,38
31476,68,99491.0,10,0,0,20,15,2,6,7,1,4,0,38
31477,35,172571.0,11,0,0,50,8,2,0,13,1,4,1,38
31479,32,207113.0,6,0,0,40,0,2,0,2,4,4,1,38
31480,43,192712.0,10,0,0,40,15,0,2,9,5,4,0,38
31481,30,154297.0,6,0,0,40,0,2,4,6,4,2,0,38
31482,62,238913.00000000003,10,2829,0,24,15,2,2,12,0,4,1,38
31483,38,110402.00000000001,11,0,0,40,8,2,2,6,0,4,1,38
31484,27,207213.0,9,0,0,40,11,2,4,5,3,4,1,38
31485,28,606111.0,16,0,0,60,10,2,4,9,1,4,0,10
31486,26,34112.0,11,0,0,40,8,2,4,7,1,4,1,38
31487,21,119156.0,10,0,0,20,15,2,4,6,3,4,1,38
31488,19,249787.0,9,0,0,40,11,2,4,7,2,2,1,38
31489,20,153516.0,10,0,0,30,15,2,4,0,3,4,1,38
31490,25,260754.0,13,0,0,40,9,5,4,10,1,2,1,38
31491,28,155621.0,10,0,0,50,15,4,4,2,3,4,1,3
31492,36,33983.0,11,0,0,42,8,2,4,0,1,4,1,38
31493,23,306601.0,13,0,0,40,9,2,4,2,1,0,1,25
31494,24,270075.0,13,0,0,50,9,2,2,0,5,4,0,38
31495,23,109430.0,9,0,0,40,11,2,4,7,1,4,0,38
31496,24,187115.0,13,0,0,20,9,2,4,9,3,4,0,38
31497,25,463667.0,9,0,0,8,11,4,4,7,1,4,1,38
31498,24,52262.0,9,0,0,40,11,2,4,6,1,4,1,38
31499,30,144064.0,9,0,0,62,11,2,2,3,0,4,1,38
31502,36,268620.0,10,0,0,33,15,2,2,3,5,4,0,38
31503,45,81132.0,9,0,0,40,11,2,2,7,0,1,1,29
31504,31,323069.0,12,0,880,45,7,2,0,11,4,4,0,38
31505,34,242984.0,9,0,0,48,11,2,4,0,1,4,1,38
31506,65,172684.0,13,0,0,44,9,3,2,3,0,4,1,25
31507,42,103932.0,11,0,0,40,8,2,0,9,4,4,0,38
31508,27,431637.00000000006,15,0,0,70,14,5,4,9,1,4,1,38
31509,40,188942.0,10,0,0,40,15,2,2,11,5,2,0,32
31510,53,170354.0,10,0,0,40,15,0,2,0,0,4,1,38
31511,54,28518.0,9,0,0,50,11,2,2,11,0,4,1,38
31512,30,193380.0,13,0,0,35,9,5,4,9,2,4,1,38
31513,59,175942.0,9,0,0,45,11,2,2,13,0,4,1,38
31514,42,53956.0,9,0,0,55,11,4,0,3,4,4,1,38
31515,23,120773.0,9,0,0,40,11,2,4,0,1,4,0,38
31516,28,96219.0,13,0,0,15,9,2,2,7,5,4,0,38
31517,20,104164.0,9,0,0,40,11,2,4,5,3,4,1,38
31518,22,190429.0,10,0,0,20,15,2,4,11,1,4,0,38
31520,47,228660.0,10,0,1977,40,15,4,2,2,0,4,1,38
31521,44,368757.0,10,0,0,40,15,2,2,6,0,4,1,38
31522,40,220563.0,8,0,0,40,2,2,0,2,1,4,1,38
31523,37,233571.0,11,0,0,37,8,2,2,12,5,4,0,38
31524,39,187847.0,9,0,0,50,11,2,0,6,3,4,1,38
31525,49,84298.0,10,7688,0,40,15,2,2,11,0,4,1,38
31526,44,254303.0,10,0,0,45,15,4,0,7,1,4,1,38
31527,27,109611.0,5,0,0,37,6,2,2,6,5,4,0,31
31528,50,189183.0,9,0,0,40,11,2,2,0,0,4,1,38
31529,39,206951.00000000003,13,0,0,40,9,2,2,9,0,4,1,38
31530,41,282882.0,9,0,0,40,11,2,4,11,4,2,0,38
31531,55,377061.0,13,0,0,40,9,2,2,10,0,4,1,38
31532,53,209906.0,2,0,0,35,3,2,2,7,0,2,1,32
31533,53,176059.0,14,0,0,50,12,1,0,9,4,4,0,38
31534,31,279015.0,14,0,2415,70,12,2,2,3,0,4,1,35
31535,21,347292.0,9,0,0,40,11,2,4,2,1,4,1,38
31536,30,277314.0,9,0,0,40,11,2,5,6,1,2,1,38
31538,53,341439.0,14,0,0,60,12,2,4,3,1,4,0,38
31539,47,209459.99999999997,10,0,1485,47,15,2,2,2,0,4,1,38
31540,60,114263.00000000001,13,0,0,40,9,2,0,3,1,4,0,17
31541,59,230899.0,5,0,0,40,6,2,5,6,4,4,0,25
31542,37,271767.0,13,0,0,48,9,2,4,3,1,4,1,38
31543,47,20956.0,13,0,1740,40,9,0,2,2,0,4,1,38
31544,49,39986.0,5,0,0,40,6,2,2,2,0,4,1,38
31545,73,45784.0,10,0,0,11,15,1,4,9,2,4,0,38
31546,58,126991.00000000001,9,0,0,20,11,2,0,7,4,2,0,38
31548,35,207676.00000000003,10,0,0,40,15,2,4,5,3,2,1,38
31549,24,413345.00000000006,10,0,0,50,15,5,2,9,5,4,0,38
31550,62,122033.0,9,0,0,38,11,2,6,0,1,4,0,38
31551,58,169611.0,9,0,0,40,11,2,2,0,5,4,0,38
31552,51,90363.0,10,15024,0,40,15,2,2,0,0,4,1,38
31553,21,372636.0,9,0,0,40,11,2,4,11,3,2,1,38
31554,30,340917.0,13,0,0,40,9,2,2,2,0,4,1,38
31555,27,34273.0,11,0,1876,36,8,2,4,9,1,4,0,1
31556,25,161027.0,13,5178,0,40,9,2,2,12,0,4,1,38
31557,31,99844.0,9,0,0,45,11,2,4,2,1,0,1,38
31558,31,207685.0,9,0,0,34,11,2,4,7,4,2,0,38
31559,44,74680.0,10,5178,0,50,15,2,2,2,0,4,1,38
31560,52,334273.0,16,99999,0,65,10,3,2,9,0,4,1,38
31561,30,36069.0,12,0,0,40,7,2,2,11,0,4,1,38
31562,29,100563.0,9,0,0,40,11,2,4,13,3,2,1,38
31563,36,174308.0,7,0,0,40,1,2,0,13,1,4,1,38
31564,54,109413.0,13,0,0,50,9,4,2,4,0,4,1,38
31565,59,212600.0,10,0,0,40,15,1,5,10,1,4,1,38
31566,55,271710.0,10,0,0,45,15,2,4,0,1,4,1,38
31568,22,103277.0,12,0,0,20,7,2,4,0,3,4,0,38
31569,42,318947.0,9,0,0,40,11,2,0,6,1,4,0,38
31570,36,187167.0,12,0,0,40,7,2,2,11,5,4,0,38
31571,32,204742.00000000003,13,0,0,40,9,2,2,9,0,4,1,38
31572,44,282062.0,4,0,0,40,5,2,2,2,0,4,1,38
31574,25,280093.0,7,0,0,40,1,2,3,5,1,4,1,25
31575,31,202729.0,9,0,0,50,11,2,2,13,0,4,1,38
31576,33,205950.0,9,0,0,40,11,2,4,7,3,4,1,38
31577,54,392286.0,12,0,0,50,7,4,2,11,0,4,1,38
31578,42,119207.00000000001,9,0,0,48,11,4,4,3,1,4,1,38
31579,49,195554.0,9,0,0,44,11,2,2,13,0,4,1,38
31580,30,173005.0,9,0,0,44,11,2,2,0,0,4,1,38
31581,54,192862.0,9,0,0,45,11,2,0,3,4,4,0,38
31582,39,164712.0,10,0,0,40,15,2,4,13,4,4,1,38
31583,24,195808.0,10,0,0,40,15,2,4,6,3,4,1,38
31584,21,199444.0,9,0,0,44,11,2,4,0,3,4,0,38
31585,23,126345.99999999999,5,0,0,30,6,2,4,7,4,2,0,38
31586,54,177675.0,9,0,0,42,11,2,0,0,4,4,0,38
31587,23,50341.0,14,0,0,20,12,2,4,11,1,4,0,38
31588,39,237943.0,9,0,1726,40,11,2,0,6,4,4,1,38
31589,23,126945.0,10,0,0,25,15,2,4,9,1,4,1,38
31592,41,267252.0,10,0,1902,40,15,2,2,6,0,2,1,38
31593,32,174704.0,7,0,0,40,1,2,4,7,1,2,1,38
31594,57,124771.0,9,0,0,40,11,2,2,2,0,4,1,38
31595,18,200603.0,9,0,0,30,11,2,4,0,2,4,0,38
31596,60,165827.0,16,7688,0,60,10,5,2,9,0,4,1,38
31597,21,301199.0,10,0,0,40,15,2,4,6,3,4,0,38
31598,53,215790.0,10,0,0,22,15,2,6,0,2,4,0,38
31599,38,87556.0,13,7688,0,55,9,2,2,3,0,4,1,38
31600,21,111467.0,10,0,0,40,15,2,4,5,1,4,1,38
31601,53,82646.0,16,0,0,55,10,2,0,3,1,4,0,38
31602,24,162282.0,9,0,0,40,11,2,4,2,1,4,1,38
31603,36,239074.0,12,0,0,40,7,0,2,7,0,4,1,38
31604,29,214925.0,14,0,0,60,12,2,4,3,1,2,1,38
31605,23,194247.0,10,0,0,40,15,2,4,11,1,4,1,38
31606,44,211531.0,10,0,0,50,15,2,2,3,0,4,1,38
31607,32,223267.0,14,0,0,48,12,1,2,9,0,4,1,38
31608,25,201635.0,13,0,0,50,9,2,4,3,1,4,0,38
31609,41,188738.0,9,0,0,27,11,4,0,2,4,4,1,38
31610,18,133055.0,9,0,0,30,11,2,4,7,3,4,0,38
31611,57,61761.0,10,0,1672,45,15,2,2,2,0,4,1,38
31612,62,103344.0,13,10520,0,50,9,2,6,3,1,4,1,38
31613,29,109814.0,13,0,0,40,9,2,4,5,3,4,1,38
31614,19,225294.0,9,0,0,40,11,2,4,7,3,2,0,38
31615,35,97277.0,15,0,0,65,14,4,2,9,0,4,1,38
31616,52,146711.0,13,0,0,50,9,2,2,9,0,4,1,38
31617,28,286452.0,6,0,0,40,0,2,4,6,4,4,0,38
31618,38,20308.0,9,0,0,40,11,2,4,7,3,4,1,38
31619,42,224202.99999999997,10,0,0,40,15,2,6,11,4,2,0,38
31620,41,225978.00000000003,13,0,0,40,9,2,4,9,1,2,1,38
31621,23,237720.00000000003,13,0,0,38,9,2,4,9,1,4,1,38
31622,31,156743.0,14,0,0,76,12,2,2,11,0,4,1,38
31623,31,509363.99999999994,3,0,0,45,4,2,4,6,1,4,1,25
31624,46,144351.0,14,0,0,40,12,2,2,9,0,4,1,38
31625,18,375515.0,7,0,0,20,1,2,4,11,3,4,0,38
31626,57,103529.0,14,0,0,38,12,4,2,12,0,4,1,38
31627,25,199471.99999999997,11,0,0,38,8,2,4,0,1,4,0,38
31628,32,348152.0,14,0,0,40,12,2,2,3,0,4,1,38
31629,27,221166.00000000003,5,0,0,40,6,2,4,4,3,4,1,38
31630,46,341762.0,13,7688,0,45,9,0,2,9,0,4,1,38
31632,43,159449.0,9,0,0,40,11,5,4,2,4,4,1,38
31633,56,110237.99999999999,13,0,0,40,9,4,3,9,1,4,0,38
31634,19,458558.0,9,0,0,40,11,2,2,2,5,4,0,38
31635,20,340217.0,9,0,0,40,11,0,4,0,3,4,0,38
31636,42,155106.0,10,0,0,45,15,2,4,6,1,4,1,38
31637,90,90523.0,9,0,0,99,11,2,6,13,4,4,1,38
31638,25,122756.0,7,0,0,35,1,2,5,6,1,2,1,38
31639,27,293828.0,9,0,0,40,11,2,4,7,1,2,0,22
31640,48,299291.0,9,0,0,44,11,2,2,13,0,4,1,38
31641,48,483261.0,10,0,0,40,15,0,4,0,1,2,1,38
31642,27,122038.0,9,0,0,48,11,2,2,2,0,4,1,38
31643,46,160647.0,13,0,0,38,9,2,6,12,4,4,0,38
31644,32,106541.0,3,0,0,40,4,2,2,7,2,4,1,38
31645,22,126945.0,11,0,0,40,8,2,2,12,0,4,1,38
31646,24,188505.0,13,0,0,40,9,2,1,9,5,4,0,38
31647,31,377850.0,9,0,0,65,11,2,2,2,0,4,1,38
31648,20,193586.0,10,0,0,18,15,2,4,9,1,4,0,38
31649,28,315417.0,15,2176,0,40,14,4,4,9,1,4,1,38
31650,40,57233.0,9,0,0,60,11,3,2,3,0,4,1,38
31651,39,195253.0,9,0,0,40,11,2,2,6,0,4,1,38
