,age,fnlwgt,educational-num,capital-gain,hours-per-week,education_cat,workclass_cat,marital-status_cat,occupation_cat,relationship_cat,race_cat,gender_cat,native-country_cat
24416,41,262919.0,13,0,40,9,1,4,8,3,3,0,146
24417,37,148045.0,12,0,40,7,0,2,8,5,4,0,146
24418,52,175680.0,13,0,50,9,2,2,4,0,4,1,146
24419,62,157247.0,9,0,40,11,1,0,7,1,4,1,146
24420,56,175620.0,9,0,40,11,2,0,0,1,4,0,146
24421,57,155477.0,13,0,40,9,2,2,6,5,2,0,146
24422,33,334043.0,5,0,40,6,2,4,8,3,2,1,146
24423,24,178014.0,13,0,40,9,1,4,8,1,4,0,146
24424,24,172444.0,10,0,45,15,2,4,9,1,4,1,146
24425,38,211890.0,9,0,30,11,4,4,6,4,2,0,146
24426,35,162866.0,12,0,43,7,5,2,6,0,4,1,146
24427,62,190674.0,9,0,40,11,5,2,8,0,2,1,146
24428,26,410929.0,10,0,40,15,2,4,6,1,2,1,146
24429,62,159470.0,11,0,40,8,2,2,7,0,4,1,146
24430,53,151187.0,9,0,40,11,1,2,0,5,4,0,146
24431,31,243639.99999999997,10,0,50,15,0,0,6,1,2,1,146
24432,32,218648.0,11,0,48,8,0,4,8,1,2,0,146
24433,45,173248.0,10,0,40,15,1,2,0,5,4,0,146
24434,66,181407.0,9,0,60,11,3,2,4,0,4,1,146
24435,56,222635.0,13,0,35,9,2,2,0,5,4,0,146
24436,21,270426.0,10,0,20,15,2,4,2,3,4,1,146
24437,32,170420.0,11,0,55,8,2,2,3,0,4,1,146
24438,24,166035.0,13,0,40,9,2,4,4,3,4,0,146
24439,49,232266.0,10,0,40,15,2,2,6,0,4,1,146
24440,21,270426.0,9,0,20,11,2,4,6,3,4,1,146
24441,26,165657.0,9,0,12,11,2,4,8,4,4,0,146
24442,21,178014.0,10,0,40,15,2,4,6,4,4,0,146
24443,47,146412.0,11,0,40,8,4,2,6,5,4,0,146
24444,37,142748.0,9,0,80,11,4,2,4,5,4,0,146
24445,61,212288.0,9,0,10,11,1,2,10,5,4,0,146
24446,28,211545.0,9,0,40,11,2,4,2,1,4,1,146
24447,60,204692.0,9,0,24,11,5,0,0,1,4,0,146
24448,52,160360.0,5,0,20,6,2,5,10,1,2,1,146
24449,36,157038.0,9,0,40,11,2,2,3,0,4,1,146
24450,43,168787.0,10,0,40,15,2,4,0,1,4,1,146
24451,55,153507.0,5,0,17,6,6,2,0,5,4,0,146
24452,55,205650.0,9,0,40,11,5,2,6,0,4,1,146
24453,52,168031.0,13,0,40,9,5,2,8,0,4,1,146
24454,21,227611.0,9,0,40,11,2,4,10,3,4,1,146
24455,20,227611.0,9,0,40,11,2,4,3,3,4,1,146
24456,28,149310.0,13,0,40,9,2,2,8,5,4,0,146
24457,41,200227.0,9,0,40,11,2,0,2,1,4,1,146
24458,21,165902.0,8,0,20,2,2,4,6,3,4,0,146
24459,23,142948.0,7,0,40,1,2,4,2,3,4,1,146
24460,21,165902.0,9,0,20,11,2,4,6,1,4,0,146
24462,42,115987.0,10,0,40,15,4,4,4,1,4,1,146
24463,33,132702.0,13,0,40,9,2,2,8,5,4,0,146
24464,27,225293.0,9,0,35,11,1,4,6,4,2,0,146
24465,55,183543.0,11,0,40,8,2,2,4,5,2,0,146
24466,36,140205.0,9,0,40,11,2,0,6,2,4,0,146
24467,45,158964.0,7,0,40,1,2,0,6,1,2,1,146
24468,25,259925.0,11,0,40,8,2,2,8,5,4,0,146
24469,85,133948.0,9,0,16,11,2,6,7,1,4,1,146
24470,58,201814.0,13,30000,60,9,2,2,4,5,4,0,146
24471,51,166376.0,5,0,30,6,2,0,10,1,4,1,146
24472,59,164687.0,16,0,60,10,2,0,4,1,4,1,146
24473,64,140937.0,9,0,43,11,1,0,8,4,2,0,146
24474,58,144194.0,13,0,50,9,3,2,8,0,4,1,146
24475,19,154179.0,9,0,20,11,2,4,6,3,4,1,146
24476,36,127983.0,13,0,40,9,3,2,4,5,4,0,146
24477,75,133948.0,14,0,40,12,4,0,2,1,4,1,146
24478,68,131238.0,13,0,84,9,2,0,2,1,4,1,146
24479,22,265609.0,10,0,40,15,2,4,8,2,4,1,146
24480,21,313791.0,10,0,40,15,2,4,6,1,4,0,146
24481,58,144194.0,14,100,50,12,4,2,4,0,4,1,146
24482,34,213733.0,6,0,40,0,2,4,2,1,4,1,146
24483,38,180699.0,12,0,40,7,2,3,9,3,2,0,146
24484,74,142218.0,15,0,40,14,3,2,8,0,4,1,146
24485,50,196642.0,13,0,45,9,2,3,4,1,4,1,146
24486,35,316486.0,10,0,40,15,5,4,4,4,2,0,146
24487,49,158201.0,12,0,35,7,4,2,0,5,4,0,146
24488,56,233794.0,9,0,40,11,0,0,7,4,2,1,146
24489,34,281504.0,1,0,40,13,2,4,6,3,2,0,146
24490,56,252088.0,13,0,40,9,1,0,8,1,2,0,146
24491,61,169396.0,9,0,35,11,2,2,0,5,2,0,146
24492,29,348264.0,11,0,40,8,5,4,8,3,2,1,146
24493,47,223221.0,7,0,50,1,2,2,4,5,2,0,146
24494,57,141974.0,9,0,35,11,2,6,9,4,2,0,146
24495,53,196642.0,14,0,50,12,3,2,9,0,4,1,146
24496,47,210544.0,15,0,40,14,2,2,8,0,4,1,146
24497,60,169396.0,9,0,24,11,2,0,6,1,2,0,146
24498,58,137327.0,10,0,40,15,2,2,6,5,4,0,146
24499,59,156236.0,13,0,40,9,2,2,10,0,4,1,146
24500,58,151077.0,9,250,40,11,2,2,7,0,2,1,146
24502,41,315858.0,13,0,40,9,2,2,7,0,2,1,146
24503,49,143804.0,14,0,40,12,1,2,8,5,4,0,146
24504,60,123489.0,13,300,25,9,2,2,4,5,4,0,146
24505,57,139818.0,9,0,40,11,2,2,0,5,4,0,146
24506,42,115987.0,9,0,50,11,2,2,9,0,4,1,146
24507,21,159965.0,9,0,20,11,2,4,9,3,4,0,146
24508,35,157038.0,13,0,40,9,2,0,2,1,4,1,146
24509,44,320093.0,9,0,40,11,2,4,0,4,2,0,146
24510,22,379738.0,10,0,30,15,2,4,6,3,2,0,146
24511,46,235703.99999999997,9,0,40,11,2,2,6,5,2,0,146
24512,62,183579.0,7,0,40,1,4,2,2,0,4,1,146
24513,60,157491.0,9,0,36,11,0,0,0,1,4,0,146
24514,30,161445.0,12,0,48,7,2,4,6,1,4,0,146
24515,72,128536.0,12,0,40,7,5,0,0,1,4,0,146
24516,61,212288.0,10,0,36,15,5,0,6,1,4,0,146
24517,51,224980.0,14,0,40,12,0,2,4,0,4,1,146
24518,51,145308.0,13,0,10,9,2,6,4,4,4,0,146
24519,26,188163.0,12,0,84,7,2,4,7,3,4,1,146
24520,55,139818.0,5,0,40,6,2,0,0,4,4,0,146
24521,36,205375.0,10,0,38,15,2,4,6,1,2,1,146
24522,59,145007.0,9,0,40,11,2,0,0,1,4,0,146
24523,54,157963.0,4,0,84,5,2,4,2,1,4,1,146
24524,47,151846.0,11,0,40,8,2,0,8,1,4,0,43
24525,49,240885.0,9,0,40,11,3,2,6,0,4,1,146
24526,19,331339.0,9,0,40,11,2,4,6,3,4,0,146
24527,54,157963.0,9,0,40,11,2,2,3,0,4,1,146
24528,38,135140.0,14,0,40,12,2,0,9,4,4,0,146
24531,32,176744.0,11,0,40,8,2,4,3,1,4,1,146
24532,45,205703.0,12,0,40,7,0,2,4,5,2,0,146
24533,36,149614.0,12,0,36,7,2,2,8,5,4,0,146
24534,18,157022.0,10,0,20,15,2,4,6,3,4,0,146
24535,44,168787.0,9,0,6,11,2,0,6,3,4,1,146
24536,54,167901.0,9,0,25,11,2,2,6,5,4,0,146
24537,31,176744.0,9,0,40,11,2,4,6,3,4,1,146
24538,33,176744.0,13,0,40,9,0,2,6,0,4,1,146
24539,36,155506.0,10,0,40,15,2,0,3,1,4,1,112
24540,29,262055.0,10,0,40,15,2,5,9,4,2,0,146
24541,24,227611.0,9,0,40,11,1,2,6,0,4,1,146
24542,35,155166.0,12,0,40,7,2,2,4,5,4,0,146
24543,38,189152.0,10,0,40,15,2,2,10,0,1,1,150
24544,46,240885.0,9,0,52,11,2,2,3,0,4,1,146
24545,39,142748.0,9,0,40,11,2,5,4,4,4,0,146
24546,37,142748.0,9,0,40,11,2,0,9,2,4,0,146
24547,60,161055.0,14,0,25,12,2,5,0,1,4,0,146
24548,25,197521.0,9,0,50,11,2,4,3,1,4,1,146
24549,61,163335.0,10,0,40,15,2,4,3,1,4,0,146
24550,68,140702.0,13,0,10,9,4,2,7,5,4,0,146
24551,50,152310.0,10,0,35,15,2,0,3,1,4,1,146
24552,42,200227.0,4,0,40,5,2,2,9,2,4,1,55
24553,25,172196.0,9,0,40,11,2,4,6,1,4,0,146
24554,50,145308.0,13,0,45,9,2,2,4,5,4,0,146
24555,48,173134.0,10,0,40,15,4,4,2,1,4,1,146
24556,61,201045.0,9,0,50,11,2,2,6,5,4,0,146
24557,37,199202.0,8,0,40,2,2,4,8,4,2,0,146
24558,53,237898.00000000003,14,0,50,12,1,2,8,3,4,0,146
24559,31,221665.0,10,0,50,15,2,4,4,4,4,1,146
24560,20,207843.0,9,0,50,11,2,4,6,1,4,1,146
24561,21,212793.0,9,0,50,11,2,4,9,1,2,0,146
24562,33,249739.00000000003,9,0,20,11,5,4,6,4,2,0,146
24563,20,245136.0,10,0,15,15,2,4,7,3,4,1,146
24564,45,252256.0,10,0,40,15,2,0,8,1,0,0,146
24565,39,161119.0,8,0,40,2,2,0,2,1,4,1,146
24566,28,156884.0,9,0,40,11,2,4,9,4,4,0,146
24567,62,151077.0,12,0,50,7,2,2,7,0,2,1,146
24568,37,141690.0,9,0,40,11,2,0,9,3,4,0,146
24569,59,132413.0,5,0,35,6,2,0,9,1,4,0,146
24570,43,186518.0,6,0,35,0,2,4,6,4,2,0,146
24571,47,150553.0,9,0,44,11,2,2,7,0,4,1,146
24572,22,157241.0,13,0,10,9,2,4,8,3,4,0,146
24573,32,121177.0,9,0,25,11,2,4,6,1,4,0,146
24574,46,160136.0,13,0,45,9,4,2,8,5,4,0,146
24576,43,182838.0,9,0,84,11,2,2,10,0,4,1,146
24577,31,173454.0,9,0,1,11,2,2,0,0,4,1,146
24578,64,192315.0,13,0,14,9,2,2,8,5,4,0,146
24579,44,189478.0,13,0,50,9,2,2,10,0,4,1,146
24580,56,135894.0,9,0,40,11,5,2,6,5,2,0,146
24581,42,109844.0,9,0,55,11,2,2,10,0,4,1,146
24582,53,137048.0,14,0,45,12,2,0,4,4,4,0,146
24583,30,167383.0,13,0,40,9,0,2,8,0,4,1,146
24584,32,130202.0,11,0,50,8,3,2,6,5,4,0,146
24585,50,171847.0,9,0,40,11,2,4,6,4,4,0,146
24586,31,183154.0,9,0,40,11,2,5,8,1,4,1,146
24587,40,175050.0,9,0,55,11,4,2,2,0,4,1,146
24588,66,181407.0,9,0,40,11,3,2,7,0,4,1,146
24589,53,166311.0,12,0,40,7,0,2,6,0,2,1,146
24590,33,252681.0,8,0,40,2,2,4,2,1,2,1,146
24591,28,257759.0,9,0,40,11,2,4,0,1,2,0,146
24592,58,169336.0,9,0,40,11,2,6,10,1,4,0,146
24593,32,127953.0,10,0,36,15,2,4,9,4,4,0,146
24595,56,139818.0,9,0,38,11,2,2,0,5,4,0,146
24596,24,190454.0,9,0,40,11,2,4,10,3,4,1,146
24597,28,396224.0,9,0,65,11,2,2,7,0,2,1,146
24598,41,193063.0,6,0,40,0,2,4,3,1,4,1,146
24599,52,181363.0,7,0,35,1,2,2,4,5,2,0,146
24600,27,384193.0,7,0,20,1,4,4,6,3,2,1,146
24601,48,173134.0,9,60000,40,11,2,2,10,0,4,1,146
24602,19,120685.0,9,0,38,11,2,4,9,3,4,1,146
24603,37,222820.0,9,0,40,11,2,2,2,0,4,1,146
24604,24,326647.0,9,0,30,11,2,4,9,2,2,0,146
24605,30,188410.0,13,100,40,9,2,4,8,1,4,1,146
24606,34,141313.0,14,0,44,12,2,4,4,1,4,0,146
24607,41,134093.0,13,0,44,9,2,2,8,5,4,0,146
24608,57,178741.0,3,0,40,4,2,3,2,1,4,1,146
24609,27,225508.0,11,0,40,8,2,4,7,4,4,1,146
24610,65,159698.0,10,0,60,15,2,2,3,2,4,1,146
24611,36,167403.0,9,0,40,11,2,2,3,0,4,1,146
24612,57,219224.0,13,0,40,9,2,2,4,0,4,1,146
24613,18,241653.0,7,0,10,1,2,4,9,3,4,0,146
24614,31,240582.0,10,0,40,15,2,2,3,0,4,1,146
24615,20,344492.0,10,0,15,15,5,4,8,3,2,1,146
24616,49,188109.0,16,0,40,10,5,0,8,1,2,1,146
24617,45,331726.0,2,0,50,3,2,2,2,0,4,1,45
24618,52,161166.0,13,0,40,9,4,2,9,5,4,0,146
24619,23,146931.0,13,0,60,9,2,4,8,3,4,1,146
24620,38,228827.0,12,0,40,7,1,0,8,4,2,0,146
24622,48,184561.0,10,0,52,15,1,0,6,1,4,1,146
24623,47,178035.0,10,0,40,15,2,2,10,0,2,1,146
24624,20,222175.0,10,0,41,15,5,4,8,3,2,0,146
24625,25,173337.0,14,0,40,12,1,4,8,1,4,0,98
24626,26,152578.0,13,0,40,9,3,4,4,1,4,1,146
24627,71,170184.0,9,0,40,11,2,6,6,1,2,0,146
24628,67,187010.0,8,0,40,2,2,2,6,0,2,1,146
24629,80,164571.0,9,0,60,11,2,4,4,1,2,1,146
24630,47,175795.0,10,0,40,15,2,0,9,4,4,1,146
24631,32,172394.0,14,0,40,12,2,2,8,5,4,0,146
24632,54,199927.0,13,0,40,9,2,6,0,1,2,0,146
24633,54,192740.0,10,0,37,15,2,0,9,1,2,0,146
24634,48,175754.0,13,16500,40,9,2,2,4,0,4,1,146
24635,47,178959.0,14,0,40,12,2,4,4,1,4,1,146
24636,61,195534.0,14,0,65,12,2,0,6,1,2,1,146
24637,46,191411.0,10,10,25,15,4,2,8,0,4,1,146
24638,58,160689.0,13,0,40,9,2,2,8,0,4,1,146
24639,27,336380.0,11,0,40,8,2,4,8,4,2,0,146
24640,66,164571.0,9,0,40,11,3,2,9,0,2,1,146
24641,33,188410.0,13,0,40,9,2,4,9,3,4,1,146
24642,54,179122.0,9,0,50,11,2,0,3,4,4,1,146
24643,68,163459.0,10,0,25,15,2,2,8,3,4,1,146
24644,35,173616.0,14,0,40,12,2,2,8,0,4,1,146
24645,43,201969.0,9,0,40,11,2,0,0,3,2,0,146
24646,23,230420.0,9,0,40,11,2,4,10,2,2,0,146
24647,77,177705.0,9,0,8,11,2,6,4,1,4,0,146
24648,26,454537.0,9,0,52,11,2,4,10,4,2,1,146
24649,25,373251.0,10,0,25,15,5,4,0,2,2,0,146
24650,48,361078.0,9,0,30,11,4,2,2,0,0,1,91
24651,34,220000.0,10,0,25,15,2,5,8,4,3,0,146
24653,26,259119.0,11,0,40,8,2,4,6,3,2,0,146
24654,58,272971.0,9,0,40,11,2,0,7,1,2,0,146
24655,21,288275.0,10,0,20,15,2,4,0,2,4,1,146
24656,43,198399.0,13,0,37,9,5,4,6,3,2,0,146
24657,80,214142.0,9,0,40,11,0,0,6,4,2,0,146
24658,43,317984.0,1,0,40,13,2,4,10,3,2,1,146
24659,66,164571.0,13,0,3,9,2,2,7,0,2,1,146
24660,32,293916.0,10,0,30,15,2,4,6,4,2,0,146
24661,23,210559.0,10,0,40,15,2,2,9,0,4,1,146
24662,51,179122.0,9,0,84,11,3,2,3,0,4,1,146
24663,36,204423.0,14,0,50,12,2,4,4,1,2,0,146
24664,63,143093.0,13,0,40,9,2,2,9,0,4,1,146
24665,60,148234.0,9,0,40,11,5,2,6,5,2,0,146
24666,29,249846.99999999997,9,0,35,11,5,4,6,3,2,0,146
24667,23,326044.0,9,0,30,11,2,4,10,3,2,1,146
24668,41,121364.0,16,0,40,10,2,2,8,0,4,1,26
24669,48,233063.0,10,0,40,15,2,4,8,4,2,0,146
24671,34,131448.0,13,0,45,9,3,2,4,0,4,1,146
24672,53,159371.0,13,0,40,9,3,2,4,0,4,1,29
24673,37,342499.0,9,0,35,11,2,2,4,0,2,1,146
24674,50,212572.0,10,0,40,15,4,5,5,1,2,1,146
24675,61,169996.0,9,0,40,11,2,4,4,4,4,1,146
24677,26,342434.0,13,0,40,9,2,4,6,1,2,0,146
24678,25,342434.0,10,0,40,15,2,4,8,1,2,0,146
24679,37,233149.0,13,0,40,9,2,4,4,3,4,1,146
24680,26,196886.0,10,2500,20,15,2,4,6,1,4,1,146
24681,54,179331.0,8,0,24,2,2,2,6,5,2,0,146
24682,61,164536.0,9,0,20,11,2,0,4,3,4,1,146
24684,30,330300.0,9,0,50,11,2,4,4,1,2,1,146
24685,32,304824.0,10,0,22,15,0,2,0,5,2,0,146
24686,57,166444.0,10,0,36,15,2,4,8,1,4,1,146
24687,20,199283.0,10,0,30,15,2,4,8,1,4,1,146
24688,20,199283.0,10,0,20,15,2,4,8,1,4,1,146
24689,41,128231.00000000001,14,0,40,12,3,2,4,0,4,1,146
24690,38,126745.0,16,0,40,10,2,2,8,0,4,1,146
24691,42,218717.0,14,0,55,12,2,2,4,0,4,1,146
24692,42,230010.0,10,0,40,15,2,2,9,5,4,0,146
24693,61,181947.0,10,0,40,15,2,6,6,1,2,0,146
24694,33,202488.0,16,0,40,10,5,2,8,0,4,1,146
24695,69,159698.0,10,0,40,15,2,2,3,0,4,1,146
24697,55,241601.00000000003,13,0,28,9,1,0,8,1,4,0,146
24698,33,224221.0,10,0,40,15,2,4,6,4,2,0,146
24699,53,185986.0,9,0,40,11,1,2,10,5,2,0,146
24700,29,393987.0,9,0,50,11,2,4,4,3,2,1,146
24701,28,393987.0,11,0,40,8,2,4,6,3,2,1,146
24702,35,242180.0,14,0,40,12,2,2,8,0,3,1,146
24704,23,199283.0,12,0,35,7,2,0,9,2,4,1,146
24705,21,173732.0,10,0,24,15,2,4,6,2,4,0,98
24706,19,177970.0,10,0,24,15,2,4,9,2,4,1,98
24707,50,152044.0,14,0,40,12,2,0,4,3,4,0,146
24708,51,160648.0,10,0,40,15,3,0,6,4,4,0,146
24709,42,128231.00000000001,13,0,40,9,2,2,8,0,4,1,146
24710,54,258200.00000000003,10,0,40,15,2,2,9,5,4,0,146
24711,52,157687.0,10,0,40,15,2,0,0,4,4,0,146
24712,42,238545.99999999997,14,0,40,12,1,5,4,4,4,0,146
24713,41,328252.0,10,0,40,15,2,5,6,3,2,0,146
24714,58,158974.0,9,0,40,11,2,2,10,0,2,1,146
24715,42,218717.0,14,0,60,12,2,2,4,0,4,1,146
24716,47,178959.0,14,0,40,12,2,4,8,1,4,1,146
24717,79,173380.0,9,0,10,11,4,5,9,1,2,0,146
24718,33,367195.0,9,0,40,11,2,4,8,1,2,1,146
24719,67,226259.0,12,0,40,7,2,4,9,1,2,0,146
24720,35,211308.0,14,0,37,12,2,2,8,0,2,1,146
24721,21,230420.0,8,0,45,2,2,4,6,4,2,0,146
24722,66,192833.0,13,0,40,9,2,4,8,1,2,1,146
24723,46,246537.0,14,0,55,12,5,0,8,4,2,0,146
24725,54,162758.0,11,0,50,8,2,0,3,1,2,1,146
24726,52,168389.0,11,100,28,8,1,2,0,0,4,1,146
24727,60,150610.0,9,0,40,11,2,0,0,1,4,0,146
24728,65,173380.0,5,0,40,6,2,6,6,4,2,0,146
24729,36,206887.0,9,0,2,11,2,4,6,3,2,1,146
24730,68,160061.0,16,1500,60,10,4,2,8,0,4,1,146
24731,40,197036.0,9,0,40,11,2,4,7,4,2,0,146
24734,47,182319.0,13,0,45,9,2,5,8,1,4,1,146
24735,34,299435.0,13,0,40,9,2,0,0,4,2,0,146
24736,27,372486.0,9,0,40,11,2,5,10,1,2,1,146
24737,58,175862.0,11,0,40,8,5,2,4,0,4,1,146
24738,41,132514.0,13,0,40,9,2,2,4,5,4,0,146
24739,17,159442.0,8,0,25,2,2,4,6,3,4,0,146
24740,74,160083.0,9,0,40,11,2,2,3,0,4,1,146
24741,54,211239.0,9,0,40,11,2,5,6,2,2,0,146
24742,29,263984.0,9,0,40,11,2,5,6,2,2,0,146
24743,50,168798.0,9,0,40,11,2,5,9,3,2,1,146
24744,23,176994.0,9,0,40,11,2,4,6,1,4,0,146
24745,22,203024.0,7,0,40,1,2,4,0,1,4,1,146
24746,32,169346.0,11,0,40,8,5,4,6,4,4,0,146
24747,52,160648.0,13,0,40,9,3,2,8,5,4,0,146
24748,22,183562.0,10,0,20,15,2,4,8,3,4,0,146
24749,39,173616.0,11,0,40,8,2,4,9,4,4,1,146
24750,55,149046.0,14,0,40,12,2,2,8,5,4,0,146
24751,38,181358.0,9,0,43,11,2,2,10,0,4,1,146
24752,32,141313.0,7,0,40,1,2,5,6,4,4,0,146
24753,36,188088.0,11,0,40,8,2,2,8,0,4,1,146
24754,37,165408.0,12,0,35,7,2,2,8,5,4,0,146
24755,23,288275.0,12,0,40,7,2,4,0,1,4,1,146
24756,54,167147.0,12,0,40,7,2,0,0,4,4,0,146
24757,17,165359.0,7,0,15,1,2,4,6,2,4,0,146
24758,32,188410.0,10,0,40,15,2,5,7,4,4,1,146
24759,38,144060.0,10,0,40,15,2,0,0,1,4,0,146
24760,58,169569.0,13,2000,45,9,2,2,0,0,4,1,146
24761,21,382534.0,9,0,6,11,2,4,8,4,2,0,146
24763,52,160648.0,9,0,35,11,4,0,7,4,4,0,146
24764,31,141461.0,9,0,40,11,2,0,9,4,4,0,146
24765,34,141461.0,12,0,40,7,2,4,0,4,4,0,146
24766,53,178983.0,13,0,40,9,1,2,8,5,4,0,146
24768,50,172712.0,13,0,45,9,0,2,0,0,4,1,146
24769,18,170629.0,10,0,24,15,2,4,10,3,4,0,146
24770,53,178983.0,9,0,35,11,2,2,0,5,4,0,146
24771,20,189763.0,13,0,52,9,1,4,8,3,4,0,146
24772,37,248092.0,13,0,45,9,2,2,8,5,4,0,146
24773,30,172580.0,10,0,32,15,5,2,6,5,4,0,146
24774,58,230494.0,9,0,56,11,2,0,0,1,4,0,146
24775,35,248092.0,14,20000,40,12,5,0,8,4,4,0,146
24776,28,282107.0,13,0,30,9,2,4,9,1,4,0,146
24777,38,246342.0,9,0,40,11,2,4,9,3,4,1,146
24778,24,326248.0,11,0,40,8,2,4,7,3,2,1,146
24779,36,207572.0,11,6000,40,8,2,2,7,0,2,1,146
24780,48,240506.0,14,0,40,12,2,4,4,1,2,0,146
24781,39,207572.0,13,0,40,9,2,0,8,4,2,1,146
24782,37,200809.0,10,0,40,15,0,4,0,1,2,0,146
24783,31,141909.0,13,1,45,9,2,2,8,0,4,1,146
24784,24,176994.0,13,0,36,9,2,2,8,5,4,0,146
24785,29,200582.0,14,0,50,12,2,2,8,0,4,1,146
24786,58,278096.0,9,0,40,11,5,0,6,1,2,0,146
24787,34,202488.0,11,0,44,8,2,2,7,0,4,1,146
24788,41,157738.0,13,0,40,9,5,2,8,5,4,0,146
24789,41,157738.0,14,0,45,12,1,2,8,5,4,0,146
24790,50,172712.0,12,0,96,7,2,2,8,0,4,1,146
24791,19,170629.0,10,0,40,15,2,4,8,1,4,0,146
24793,44,192444.0,9,0,40,11,0,4,0,3,4,1,146
24794,56,158560.0,4,0,30,5,4,4,4,1,4,1,146
24795,56,139370.0,11,0,35,8,2,0,6,1,4,0,146
24796,54,151822.0,9,0,84,11,2,0,2,1,4,1,146
24797,35,215509.0,9,0,60,11,2,2,0,5,4,0,146
24798,32,140855.0,6,0,60,0,2,2,10,0,4,1,91
24799,55,152887.0,9,0,45,11,2,2,10,0,4,1,146
24800,45,164382.0,10,900,48,15,3,2,4,0,4,1,146
24801,50,147023.0,9,0,45,11,4,5,6,1,4,1,91
24803,25,194890.0,7,0,5,1,4,5,6,1,4,1,91
24804,70,142978.0,6,0,40,0,2,0,2,1,4,1,146
24805,35,129887.0,13,0,40,9,2,2,0,5,4,0,146
24806,31,224962.0,9,0,40,11,2,0,5,1,4,1,146
24807,69,135232.0,9,0,38,11,2,2,0,5,4,0,146
24808,57,161156.0,13,0,50,9,2,2,8,0,4,1,146
24809,28,143506.0,13,0,45,9,2,4,8,3,4,0,146
24810,22,153747.0,10,0,40,15,2,4,6,3,4,0,146
24811,53,145310.0,11,0,30,8,2,0,6,3,4,0,146
24812,47,166404.0,9,0,40,11,2,4,10,1,4,1,146
24813,43,111479.0,12,0,40,7,2,2,3,0,4,1,146
24814,55,152887.0,9,0,44,11,3,2,2,0,4,1,146
24815,46,152792.0,9,0,40,11,2,2,4,0,4,1,146
24816,37,187936.0,9,0,40,11,2,0,2,4,4,1,91
24817,60,161156.0,13,0,45,9,2,2,8,0,4,1,146
24818,35,178544.0,9,0,40,11,2,2,6,0,2,1,146
24819,60,195298.0,13,200000,40,9,2,4,8,1,4,0,146
24820,62,195298.0,13,0,20,9,4,0,6,4,4,0,146
24821,43,147497.0,11,0,40,8,2,0,0,3,4,0,146
24822,33,126480.0,10,0,25,15,2,2,4,5,4,0,146
24823,60,150772.0,9,0,40,11,2,2,4,0,4,1,146
24824,57,196212.0,10,0,40,15,0,6,0,1,4,1,146
24825,59,189191.0,13,0,35,9,3,2,9,0,4,1,146
24826,33,168495.0,12,0,40,7,2,4,3,1,4,1,146
24827,67,133191.0,13,0,50,9,4,2,4,0,4,1,146
24828,51,145310.0,12,0,40,7,3,2,6,5,4,0,146
24829,25,143209.0,10,0,40,15,2,4,10,1,4,0,146
24830,24,201901.0,10,0,40,15,2,4,9,1,4,1,146
24831,27,194614.0,10,0,40,15,2,4,6,1,4,1,146
24832,29,143209.0,13,0,45,9,2,4,0,1,4,0,146
24833,23,163766.0,5,0,40,6,2,4,9,1,4,0,146
24834,30,156780.0,9,0,40,11,2,4,6,1,4,1,146
24835,46,231921.0,14,0,40,12,2,2,8,5,4,0,37
24836,66,143941.0,13,0,15,9,2,6,8,1,4,0,146
24837,63,188192.0,13,0,40,9,1,0,8,4,4,0,146
24838,23,183050.0,9,0,32,11,2,4,6,3,4,1,146
24839,25,140150.0,9,0,50,11,2,5,7,4,4,1,146
24840,38,290525.0,6,0,52,0,2,4,6,4,2,0,146
24841,33,334821.0,8,0,40,2,2,4,2,1,2,1,146
24842,32,215328.0,13,0,40,9,2,4,10,3,4,1,146
24843,26,321457.0,9,0,60,11,2,4,10,1,2,1,146
24844,48,134694.0,9,0,40,11,2,2,9,5,4,0,146
24845,37,204986.0,14,0,40,12,1,4,8,1,4,1,146
24846,34,206280.0,13,0,50,9,1,4,8,1,4,0,146
24847,25,226303.0,13,0,40,9,2,4,9,1,4,1,146
24849,33,122081.0,14,0,40,12,5,4,8,1,4,0,146
24850,63,150263.0,9,0,35,11,2,4,6,1,4,0,146
24851,31,162598.0,9,0,60,11,2,4,6,1,4,1,146
24852,30,126480.0,9,0,32,11,2,4,6,1,4,0,146
24853,30,216912.0,13,0,20,9,2,4,10,1,4,1,146
24854,63,143684.0,9,0,45,11,2,4,7,1,4,1,146
24855,31,163795.0,9,0,60,11,2,2,10,0,4,1,146
24856,52,175777.0,9,0,40,11,2,4,0,4,2,0,146
24857,68,149627.0,9,0,25,11,2,0,6,1,2,0,146
24858,26,142458.0,10,0,30,15,2,4,6,4,4,0,146
24859,62,146707.0,9,0,40,11,4,4,6,1,4,1,146
24860,61,195298.0,9,0,40,11,2,5,0,1,4,0,146
24861,63,132654.0,13,0,40,9,5,0,8,1,4,0,146
24862,53,155720.0,13,0,60,9,2,2,4,0,4,1,146
24863,49,144843.0,9,0,40,11,1,2,0,5,4,0,146
24864,30,219043.0,10,0,40,15,2,4,6,4,2,0,146
24865,22,202587.0,7,0,40,1,2,4,6,4,2,0,146
24866,22,297298.0,7,0,30,1,2,4,6,1,2,1,146
24867,53,161499.0,13,0,40,9,2,2,2,0,4,1,146
24868,56,204816.0,13,0,36,9,2,2,8,5,4,0,146
24869,33,127411.0,13,0,40,9,2,4,8,1,4,0,146
