,income
21380,>50K
21381,<=50K
21382,>50K
21383,<=50K
21384,<=50K
21385,<=50K
21386,<=50K
21387,<=50K
21388,<=50K
21389,>50K
21390,<=50K
21391,<=50K
21392,<=50K
21393,<=50K
21394,<=50K
21395,<=50K
21396,<=50K
21397,<=50K
21398,<=50K
21399,<=50K
21400,<=50K
21401,<=50K
21402,>50K
21403,<=50K
21404,<=50K
21405,<=50K
21406,<=50K
21407,<=50K
21408,<=50K
21409,<=50K
21410,<=50K
21411,<=50K
21412,<=50K
21413,<=50K
21414,<=50K
21415,<=50K
21416,<=50K
21417,<=50K
21418,>50K
21419,<=50K
21420,<=50K
21421,>50K
21422,<=50K
21423,<=50K
21424,<=50K
21425,<=50K
21426,<=50K
21427,<=50K
21429,<=50K
21430,<=50K
21431,>50K
21432,<=50K
21433,<=50K
21434,<=50K
21435,<=50K
21436,>50K
21438,<=50K
21439,>50K
21440,<=50K
21441,>50K
21442,<=50K
21443,<=50K
21444,<=50K
21445,>50K
21446,<=50K
21447,>50K
21448,>50K
21449,<=50K
21450,>50K
21451,<=50K
21452,<=50K
21454,>50K
21455,<=50K
21456,>50K
21457,>50K
21458,<=50K
21459,<=50K
21460,>50K
21462,<=50K
21463,<=50K
21464,<=50K
21465,>50K
21467,<=50K
21468,<=50K
21469,<=50K
21470,<=50K
21471,<=50K
21472,<=50K
21473,>50K
21475,>50K
21476,<=50K
21477,>50K
21478,<=50K
21480,<=50K
21481,>50K
21483,>50K
21484,<=50K
21485,<=50K
21486,<=50K
21487,<=50K
21489,<=50K
21491,<=50K
21492,>50K
21493,<=50K
21494,<=50K
21496,<=50K
21497,<=50K
21498,<=50K
21499,<=50K
21500,<=50K
21501,>50K
21502,<=50K
21503,>50K
21504,<=50K
21505,>50K
21506,<=50K
21507,<=50K
21508,>50K
21510,<=50K
21511,<=50K
21512,>50K
21513,<=50K
21514,<=50K
21516,<=50K
21517,>50K
21518,<=50K
21519,>50K
21520,<=50K
21521,<=50K
21522,<=50K
21523,<=50K
21524,<=50K
21525,<=50K
21526,<=50K
21527,<=50K
21528,<=50K
21529,<=50K
21530,<=50K
21531,<=50K
21532,>50K
21533,<=50K
21534,<=50K
21535,<=50K
21537,<=50K
21538,<=50K
21539,<=50K
21540,<=50K
21541,<=50K
21542,<=50K
21543,<=50K
21544,<=50K
21545,>50K
21546,<=50K
21547,<=50K
21548,>50K
21549,<=50K
21550,>50K
21551,<=50K
21552,<=50K
21553,<=50K
21554,<=50K
21555,>50K
21556,>50K
21557,>50K
21558,<=50K
21559,<=50K
21560,<=50K
21561,<=50K
21562,<=50K
21563,>50K
21564,<=50K
21565,<=50K
21566,>50K
21567,<=50K
21568,>50K
21569,<=50K
21570,<=50K
21571,>50K
21572,<=50K
21573,<=50K
21574,<=50K
21576,<=50K
21578,<=50K
21579,<=50K
21580,<=50K
21581,<=50K
21582,>50K
21584,<=50K
21585,<=50K
21586,<=50K
21587,<=50K
21589,<=50K
21591,<=50K
21592,>50K
21593,<=50K
21594,<=50K
21595,<=50K
21596,<=50K
21597,<=50K
21598,<=50K
21599,<=50K
21600,<=50K
21603,<=50K
21604,<=50K
21605,<=50K
21606,<=50K
21607,<=50K
21608,>50K
21609,<=50K
21610,>50K
21611,<=50K
21612,<=50K
21613,<=50K
21614,<=50K
21615,<=50K
21616,<=50K
21617,<=50K
21618,>50K
21619,<=50K
21620,<=50K
21622,<=50K
21623,<=50K
21624,<=50K
21626,<=50K
21629,<=50K
21630,>50K
21631,<=50K
21632,>50K
21633,<=50K
21634,<=50K
21635,<=50K
21636,<=50K
21637,<=50K
21638,<=50K
21639,>50K
21640,<=50K
21641,<=50K
21643,<=50K
21644,<=50K
21645,<=50K
21646,<=50K
21647,<=50K
21648,<=50K
21649,>50K
21650,<=50K
21651,>50K
21652,<=50K
21653,<=50K
21654,<=50K
21656,<=50K
21657,<=50K
21658,>50K
21659,<=50K
21660,<=50K
21661,>50K
21662,<=50K
21663,<=50K
21666,>50K
21667,<=50K
21668,<=50K
21669,>50K
21670,<=50K
21671,<=50K
21672,<=50K
21673,<=50K
21674,<=50K
21675,<=50K
21676,<=50K
21677,<=50K
21678,>50K
21679,<=50K
21680,<=50K
21681,>50K
21683,<=50K
21684,<=50K
21685,<=50K
21686,>50K
21687,>50K
21688,>50K
21689,>50K
21690,<=50K
21691,<=50K
21692,<=50K
21693,<=50K
21694,<=50K
21695,>50K
21696,<=50K
21697,<=50K
21698,<=50K
21699,>50K
21700,<=50K
21701,<=50K
21702,<=50K
21703,<=50K
21704,<=50K
21705,<=50K
21706,>50K
21707,<=50K
21708,<=50K
21709,<=50K
21710,>50K
21711,<=50K
21712,>50K
21713,<=50K
21714,<=50K
21715,<=50K
21716,<=50K
21717,>50K
21718,>50K
21719,<=50K
21720,<=50K
21722,<=50K
21723,<=50K
21724,<=50K
21725,<=50K
21726,<=50K
21728,<=50K
21729,<=50K
21730,<=50K
21732,<=50K
21733,<=50K
21734,<=50K
21735,<=50K
21736,<=50K
21737,>50K
21738,>50K
21739,>50K
21740,<=50K
21741,<=50K
21742,<=50K
21743,>50K
21744,<=50K
21745,<=50K
21746,<=50K
21747,<=50K
21748,<=50K
21749,<=50K
21750,<=50K
21751,<=50K
21753,<=50K
21754,>50K
21755,<=50K
21756,<=50K
21757,<=50K
21758,<=50K
21759,>50K
21760,>50K
21761,>50K
21762,<=50K
21763,<=50K
21764,<=50K
21765,<=50K
21766,<=50K
21767,<=50K
21768,>50K
21769,>50K
21770,<=50K
21771,>50K
21772,<=50K
21774,<=50K
21775,>50K
21776,<=50K
21777,<=50K
21778,>50K
21779,<=50K
21780,<=50K
21781,<=50K
21782,<=50K
21783,<=50K
21784,<=50K
21785,<=50K
21786,<=50K
21787,<=50K
21788,>50K
21789,<=50K
21790,<=50K
21791,<=50K
21792,<=50K
21793,<=50K
21794,<=50K
21795,>50K
21796,<=50K
21797,<=50K
21798,<=50K
21799,>50K
21800,<=50K
21801,<=50K
21802,>50K
21803,<=50K
21804,>50K
21805,<=50K
21806,<=50K
21808,<=50K
21809,<=50K
21811,>50K
21812,<=50K
21813,>50K
21814,<=50K
21815,<=50K
21816,<=50K
21817,<=50K
21818,>50K
21819,>50K
21820,<=50K
21822,<=50K
21823,>50K
21824,>50K
21825,<=50K
21826,<=50K
21827,<=50K
21828,>50K
21830,<=50K
21831,<=50K
21832,<=50K
21833,<=50K
21834,<=50K
21835,<=50K
21836,>50K
21837,<=50K
21838,<=50K
21839,<=50K
21840,<=50K
21841,>50K
21843,<=50K
21844,<=50K
21845,<=50K
21847,>50K
21848,<=50K
21849,>50K
21850,<=50K
21851,>50K
21852,<=50K
21853,<=50K
21854,<=50K
21855,>50K
21856,<=50K
21857,<=50K
21858,<=50K
21859,<=50K
21860,<=50K
21861,>50K
21862,>50K
21863,>50K
21864,<=50K
21865,>50K
21866,<=50K
21867,<=50K
21868,<=50K
21869,>50K
21870,>50K
21872,<=50K
21873,<=50K
21874,>50K
21875,<=50K
21876,>50K
21877,<=50K
21878,<=50K
21879,<=50K
21880,>50K
21881,>50K
21882,>50K
21883,>50K
21884,<=50K
21885,<=50K
21886,<=50K
21887,>50K
21888,<=50K
21889,<=50K
21890,<=50K
21891,>50K
21892,>50K
21893,>50K
21894,<=50K
21895,>50K
21896,<=50K
21897,<=50K
21898,<=50K
21899,<=50K
21900,<=50K
21901,>50K
21902,<=50K
21903,<=50K
21905,>50K
21906,>50K
21907,<=50K
21908,<=50K
21909,>50K
21910,<=50K
21911,<=50K
21912,<=50K
21914,<=50K
21915,>50K
21916,<=50K
21917,<=50K
21918,<=50K
21919,<=50K
21920,>50K
21921,<=50K
21922,<=50K
21923,<=50K
21924,>50K
21925,<=50K
21926,<=50K
21927,<=50K
21929,<=50K
21930,>50K
21931,<=50K
21932,>50K
21934,<=50K
21935,<=50K
21936,<=50K
21937,<=50K
21938,>50K
21939,>50K
21940,<=50K
21941,>50K
21942,<=50K
21943,<=50K
21945,<=50K
21946,<=50K
21947,>50K
21948,<=50K
21949,>50K
21950,>50K
21951,<=50K
21952,<=50K
21953,>50K
21954,<=50K
21955,>50K
21956,<=50K
21957,<=50K
21958,<=50K
21959,<=50K
21961,<=50K
21962,<=50K
21963,>50K
21965,<=50K
21966,>50K
21967,<=50K
21969,>50K
21970,<=50K
21971,<=50K
21972,<=50K
21973,<=50K
21974,<=50K
21975,>50K
21976,<=50K
21977,>50K
21978,<=50K
21979,<=50K
21980,<=50K
21981,<=50K
21982,<=50K
21983,>50K
21984,>50K
21985,<=50K
21986,<=50K
21987,<=50K
21988,<=50K
21989,>50K
21991,>50K
21992,>50K
21993,>50K
21994,>50K
21995,<=50K
21996,<=50K
21997,<=50K
21998,>50K
21999,<=50K
22000,<=50K
22002,<=50K
22003,<=50K
22004,<=50K
22005,<=50K
22006,<=50K
22007,<=50K
22008,>50K
22009,>50K
22010,<=50K
22011,<=50K
22012,<=50K
22013,<=50K
22014,<=50K
22015,<=50K
22016,<=50K
22017,<=50K
22018,<=50K
22019,<=50K
22020,<=50K
22021,<=50K
22022,<=50K
22023,<=50K
22024,<=50K
22025,<=50K
22026,<=50K
22027,<=50K
22028,>50K
22029,>50K
22030,<=50K
22031,>50K
22032,<=50K
22033,<=50K
22035,>50K
22036,>50K
22037,>50K
22038,>50K
22039,<=50K
22040,<=50K
22041,<=50K
22042,<=50K
22043,<=50K
22044,<=50K
22045,>50K
22046,<=50K
22048,>50K
22049,<=50K
22050,<=50K
22051,<=50K
22052,>50K
22053,<=50K
22054,<=50K
22055,<=50K
22056,<=50K
22057,<=50K
22058,<=50K
22059,<=50K
22060,<=50K
22061,<=50K
22062,<=50K
22063,<=50K
22064,<=50K
22065,<=50K
22066,<=50K
22067,<=50K
22068,<=50K
22070,<=50K
22071,<=50K
22072,>50K
22073,>50K
22074,>50K
22075,>50K
22076,<=50K
22077,>50K
22078,<=50K
22079,>50K
22080,<=50K
22081,<=50K
22082,<=50K
22083,<=50K
22085,<=50K
22086,<=50K
22087,<=50K
22088,<=50K
22090,<=50K
22091,<=50K
22092,<=50K
22093,<=50K
22094,>50K
22095,<=50K
22096,<=50K
22097,<=50K
22098,>50K
22099,<=50K
22100,<=50K
22101,<=50K
22102,>50K
22103,>50K
22105,<=50K
22106,<=50K
22107,<=50K
22108,<=50K
22109,<=50K
22110,<=50K
22111,<=50K
22112,>50K
22114,<=50K
22115,<=50K
22116,<=50K
22117,>50K
22118,<=50K
22119,<=50K
22120,>50K
22121,<=50K
22123,<=50K
22124,<=50K
22125,<=50K
22126,<=50K
22127,<=50K
22128,<=50K
22129,>50K
22130,<=50K
22131,<=50K
22132,<=50K
22133,<=50K
22136,<=50K
22137,<=50K
22138,>50K
22139,<=50K
22140,<=50K
22141,<=50K
22142,<=50K
22143,<=50K
22144,<=50K
22145,<=50K
22146,<=50K
22147,<=50K
22148,>50K
22149,<=50K
22150,<=50K
22151,<=50K
22152,>50K
22153,<=50K
22154,<=50K
22155,<=50K
22156,>50K
22157,>50K
22158,<=50K
22159,<=50K
22160,<=50K
22161,<=50K
22162,<=50K
22163,>50K
22164,<=50K
22165,<=50K
22166,<=50K
22167,<=50K
22168,<=50K
22169,<=50K
22170,>50K
22171,<=50K
22172,<=50K
22173,<=50K
22174,<=50K
22175,<=50K
22176,<=50K
22177,<=50K
22178,<=50K
22179,>50K
22180,<=50K
22181,<=50K
22182,<=50K
22183,<=50K
22184,<=50K
22185,<=50K
22186,<=50K
22187,<=50K
22188,<=50K
22189,<=50K
22190,>50K
22191,<=50K
22192,<=50K
22193,<=50K
22194,<=50K
22195,<=50K
22196,<=50K
22198,>50K
22199,<=50K
22200,>50K
22201,<=50K
22203,<=50K
22204,<=50K
22205,<=50K
22206,>50K
22207,<=50K
22208,<=50K
22210,>50K
22211,<=50K
22212,>50K
22213,<=50K
22214,<=50K
22215,<=50K
22216,<=50K
22217,>50K
22218,>50K
22219,<=50K
22220,<=50K
22221,>50K
22222,>50K
22223,<=50K
22224,>50K
22225,>50K
22226,<=50K
22227,<=50K
22228,<=50K
22229,>50K
22230,<=50K
22231,<=50K
22232,<=50K
22233,<=50K
22234,<=50K
22235,<=50K
22236,>50K
22237,<=50K
22238,<=50K
22239,<=50K
22240,<=50K
22241,<=50K
22242,<=50K
22243,<=50K
22245,<=50K
22246,>50K
22247,<=50K
22248,<=50K
22249,>50K
22250,<=50K
22251,>50K
22252,<=50K
22253,<=50K
22254,<=50K
22255,<=50K
22256,<=50K
22257,<=50K
22259,<=50K
22260,>50K
22261,>50K
22262,<=50K
22263,<=50K
22265,<=50K
22266,>50K
22267,<=50K
22268,<=50K
22269,<=50K
22270,<=50K
22271,<=50K
22272,<=50K
22273,<=50K
22274,<=50K
22275,<=50K
22276,<=50K
22277,<=50K
22278,>50K
22279,<=50K
22280,<=50K
22281,<=50K
22282,<=50K
22283,>50K
22284,<=50K
22285,>50K
22287,<=50K
22288,>50K
22289,>50K
22290,<=50K
22291,>50K
22292,>50K
22293,<=50K
22294,<=50K
22295,<=50K
22297,>50K
22298,>50K
22299,<=50K
22300,<=50K
22301,>50K
22302,<=50K
22303,<=50K
22304,<=50K
22305,>50K
22306,>50K
22307,<=50K
22308,<=50K
22309,<=50K
22310,<=50K
22311,>50K
22312,<=50K
22313,>50K
22314,<=50K
22315,<=50K
22316,>50K
22317,>50K
22318,<=50K
22319,<=50K
22321,<=50K
22322,<=50K
22323,>50K
22324,<=50K
22325,<=50K
22326,>50K
22327,<=50K
22328,<=50K
22329,<=50K
22330,<=50K
22331,<=50K
22333,<=50K
22334,<=50K
22335,<=50K
22336,<=50K
22337,<=50K
22338,<=50K
22339,<=50K
22341,<=50K
22342,<=50K
22343,<=50K
22344,<=50K
22345,<=50K
22346,<=50K
22347,>50K
22348,<=50K
22349,<=50K
22350,<=50K
22351,<=50K
22352,<=50K
22353,<=50K
22354,<=50K
22355,<=50K
22356,<=50K
22357,<=50K
22358,<=50K
22359,<=50K
22360,<=50K
22361,<=50K
22362,<=50K
22363,>50K
22364,<=50K
22365,>50K
22366,<=50K
22367,<=50K
22368,<=50K
22369,<=50K
22370,<=50K
22371,<=50K
22372,<=50K
22373,<=50K
22374,<=50K
22375,<=50K
22376,<=50K
22377,<=50K
22378,<=50K
22379,<=50K
22380,<=50K
22381,<=50K
22382,>50K
22383,<=50K
22384,<=50K
22385,<=50K
22386,>50K
22387,<=50K
22388,<=50K
22389,<=50K
22390,<=50K
22391,<=50K
22392,>50K
22393,>50K
22394,<=50K
22395,<=50K
22396,>50K
22397,>50K
22398,<=50K
22399,<=50K
22400,<=50K
22401,>50K
22402,>50K
22403,<=50K
22404,<=50K
22405,>50K
22406,<=50K
22407,<=50K
22408,<=50K
22409,<=50K
22411,<=50K
22413,<=50K
22414,<=50K
22415,<=50K
22416,>50K
22417,<=50K
22418,>50K
22419,<=50K
22420,<=50K
22421,<=50K
22422,<=50K
22423,<=50K
22424,>50K
22425,<=50K
22426,<=50K
22427,<=50K
22428,>50K
22429,<=50K
22430,>50K
22431,<=50K
22432,<=50K
22433,<=50K
22434,<=50K
22435,<=50K
22436,<=50K
22437,<=50K
22438,<=50K
22439,<=50K
22440,<=50K
22441,<=50K
22442,<=50K
22443,<=50K
22444,<=50K
22445,<=50K
22446,<=50K
22447,<=50K
22448,<=50K
22449,<=50K
22450,<=50K
22451,>50K
22452,<=50K
22453,<=50K
22454,>50K
22455,<=50K
22456,<=50K
22458,>50K
22460,>50K
22461,<=50K
22462,>50K
22463,<=50K
22464,<=50K
22465,>50K
22466,<=50K
22468,<=50K
22469,<=50K
22470,<=50K
22471,<=50K
22472,<=50K
22473,>50K
22474,<=50K
22475,<=50K
22476,<=50K
22477,>50K
22478,>50K
22479,<=50K
22480,>50K
22481,>50K
22482,<=50K
22483,<=50K
22484,<=50K
22485,<=50K
22486,>50K
22487,<=50K
22488,<=50K
22489,>50K
22490,<=50K
22491,<=50K
22492,<=50K
22493,>50K
22494,>50K
22495,<=50K
22496,<=50K
22497,>50K
22498,>50K
22499,<=50K
22500,<=50K
22501,>50K
22502,<=50K
22503,<=50K
22504,<=50K
22505,>50K
22506,>50K
22507,<=50K
22508,>50K
22509,<=50K
22510,<=50K
22511,<=50K
22513,<=50K
22514,>50K
22515,<=50K
22516,<=50K
22517,>50K
22518,<=50K
22519,<=50K
22520,<=50K
22521,<=50K
22522,<=50K
22524,<=50K
22525,<=50K
22526,>50K
22527,<=50K
22528,<=50K
22529,<=50K
22530,<=50K
22531,>50K
22532,<=50K
22533,<=50K
22534,<=50K
22535,<=50K
22536,<=50K
22537,>50K
22538,<=50K
22539,<=50K
22540,<=50K
22541,<=50K
22542,<=50K
22543,<=50K
22544,<=50K
22545,>50K
22546,<=50K
22547,<=50K
22548,<=50K
22549,<=50K
22550,<=50K
22551,<=50K
22552,<=50K
22553,<=50K
22554,<=50K
22555,<=50K
22556,<=50K
22557,<=50K
22558,<=50K
22559,<=50K
22560,<=50K
22561,<=50K
22562,>50K
22563,<=50K
22564,<=50K
22567,<=50K
22568,<=50K
22569,<=50K
22570,>50K
22571,<=50K
22572,>50K
22573,<=50K
22574,<=50K
22575,<=50K
22576,>50K
22577,<=50K
22578,<=50K
22579,<=50K
22580,>50K
22581,<=50K
22582,<=50K
22583,<=50K
22584,>50K
22585,>50K
22586,<=50K
22587,<=50K
22588,<=50K
22589,<=50K
22590,<=50K
22591,>50K
22592,<=50K
22593,<=50K
22594,>50K
22596,<=50K
22597,<=50K
22598,<=50K
22599,<=50K
22601,<=50K
22602,<=50K
22603,<=50K
22604,<=50K
22605,>50K
22606,>50K
22607,<=50K
22608,<=50K
22609,<=50K
22610,<=50K
22611,>50K
22612,>50K
22613,>50K
22614,<=50K
22615,>50K
22616,<=50K
22617,<=50K
22618,>50K
22619,<=50K
22620,<=50K
22621,<=50K
22622,<=50K
22624,<=50K
22625,>50K
22626,<=50K
22627,<=50K
22628,<=50K
22629,<=50K
22630,>50K
22631,<=50K
22633,>50K
22634,<=50K
22635,<=50K
22636,<=50K
22637,<=50K
22638,<=50K
22639,<=50K
22640,>50K
22642,<=50K
22643,<=50K
22644,<=50K
22646,<=50K
22647,<=50K
22648,<=50K
22649,<=50K
22650,>50K
22651,<=50K
22652,<=50K
22653,<=50K
22654,>50K
22655,<=50K
22656,<=50K
22658,<=50K
22659,>50K
22660,>50K
22661,<=50K
22662,<=50K
22663,>50K
22664,>50K
22665,>50K
22666,<=50K
22667,<=50K
22668,<=50K
22669,<=50K
22670,<=50K
22671,<=50K
22672,>50K
22673,>50K
22674,<=50K
22675,<=50K
22677,<=50K
22678,<=50K
22679,<=50K
22680,<=50K
22681,<=50K
22682,<=50K
22683,<=50K
22684,<=50K
22685,<=50K
22686,<=50K
22687,>50K
22689,<=50K
22690,<=50K
22691,<=50K
22692,<=50K
22693,<=50K
22694,<=50K
22695,>50K
22696,>50K
22697,>50K
22698,<=50K
22699,<=50K
22700,>50K
22701,>50K
22702,<=50K
22703,<=50K
22704,<=50K
22705,<=50K
22706,<=50K
22707,>50K
22708,<=50K
22709,<=50K
22710,>50K
22711,<=50K
22712,<=50K
22714,<=50K
22715,<=50K
22716,<=50K
22717,<=50K
22718,<=50K
22719,<=50K
22720,<=50K
22721,<=50K
22722,<=50K
22723,>50K
22724,<=50K
22725,<=50K
22726,<=50K
22727,<=50K
22728,<=50K
22730,<=50K
22731,<=50K
22732,<=50K
22733,<=50K
22734,>50K
22735,<=50K
22736,>50K
22737,<=50K
22738,>50K
22739,<=50K
22740,<=50K
22741,<=50K
22742,<=50K
22743,<=50K
22744,<=50K
22745,<=50K
22746,>50K
22747,<=50K
22748,<=50K
22749,>50K
22750,<=50K
22751,<=50K
22752,<=50K
22753,<=50K
22754,<=50K
22755,<=50K
22756,>50K
22757,<=50K
22758,<=50K
22759,>50K
22760,<=50K
22761,<=50K
22762,<=50K
22763,>50K
22764,>50K
22765,>50K
22766,>50K
22767,<=50K
22768,>50K
22769,<=50K
22770,<=50K
22771,<=50K
22772,<=50K
22773,>50K
22774,<=50K
22775,<=50K
22776,<=50K
22777,<=50K
22778,<=50K
22779,<=50K
22780,>50K
22781,>50K
22782,<=50K
22783,<=50K
22784,<=50K
22785,<=50K
22786,<=50K
22787,<=50K
22788,<=50K
22789,<=50K
22790,<=50K
22792,<=50K
22793,>50K
22794,>50K
22795,<=50K
22796,<=50K
22797,<=50K
22798,<=50K
22799,<=50K
22800,>50K
22801,<=50K
22803,<=50K
22804,<=50K
22805,>50K
22806,<=50K
22807,<=50K
22808,<=50K
22809,>50K
22810,<=50K
22811,>50K
22812,<=50K
22813,<=50K
22815,<=50K
22816,>50K
22818,>50K
22819,<=50K
22820,<=50K
22821,<=50K
22822,<=50K
22824,<=50K
22825,<=50K
22826,<=50K
22827,>50K
22828,>50K
22829,>50K
22831,<=50K
22832,<=50K
22833,<=50K
22834,<=50K
22835,<=50K
22836,>50K
22837,>50K
22838,<=50K
22840,<=50K
22841,<=50K
22842,>50K
22843,<=50K
22844,>50K
22846,<=50K
22847,<=50K
22848,<=50K
22849,<=50K
22850,>50K
22851,<=50K
22852,<=50K
22853,<=50K
22854,>50K
22855,>50K
22856,<=50K
22857,>50K
22858,<=50K
22859,<=50K
22860,<=50K
22861,>50K
22862,>50K
22863,<=50K
22864,<=50K
22865,<=50K
22866,<=50K
22867,<=50K
22868,<=50K
22869,<=50K
22870,<=50K
22871,>50K
22873,<=50K
22874,<=50K
22875,<=50K
22876,>50K
22877,<=50K
22878,<=50K
22879,>50K
22880,>50K
22881,<=50K
22882,<=50K
22883,<=50K
22884,>50K
22885,<=50K
22886,<=50K
22887,>50K
22888,<=50K
22889,>50K
22890,>50K
22891,<=50K
22892,<=50K
22893,<=50K
22894,<=50K
22895,>50K
22896,<=50K
22897,<=50K
22898,<=50K
22899,<=50K
22900,<=50K
22901,<=50K
22902,>50K
22903,<=50K
22904,<=50K
22905,<=50K
22906,>50K
22907,<=50K
22908,<=50K
22909,<=50K
22910,<=50K
22911,<=50K
22912,<=50K
22913,<=50K
22914,>50K
22915,<=50K
22916,<=50K
22917,<=50K
22918,>50K
22919,<=50K
22920,>50K
22922,<=50K
22923,<=50K
22924,<=50K
22925,<=50K
22926,<=50K
22928,<=50K
22929,>50K
22930,>50K
22931,<=50K
22932,<=50K
22933,>50K
22934,<=50K
22935,<=50K
22936,>50K
22937,<=50K
22938,<=50K
22939,>50K
22940,<=50K
22941,>50K
22942,>50K
22943,<=50K
22945,>50K
22946,>50K
22947,<=50K
22948,<=50K
22949,<=50K
22950,>50K
22951,<=50K
22952,<=50K
22953,<=50K
22954,<=50K
22955,<=50K
22956,>50K
22958,>50K
22959,<=50K
22961,<=50K
22962,<=50K
22963,<=50K
22964,<=50K
22965,<=50K
22966,<=50K
22967,>50K
22968,<=50K
22969,<=50K
22970,>50K
22971,<=50K
22972,<=50K
22973,<=50K
22974,<=50K
22975,<=50K
22976,<=50K
22977,<=50K
22978,>50K
22979,<=50K
22980,<=50K
22981,<=50K
22982,<=50K
22983,<=50K
22984,>50K
22985,<=50K
22986,<=50K
22987,<=50K
22988,<=50K
22989,>50K
22990,<=50K
22991,<=50K
22992,<=50K
22993,<=50K
22994,>50K
22995,>50K
22996,<=50K
22997,>50K
22998,<=50K
22999,<=50K
23000,<=50K
23001,<=50K
23002,<=50K
23003,<=50K
23004,<=50K
23005,<=50K
23006,<=50K
23007,<=50K
23008,>50K
23009,>50K
23010,<=50K
23011,<=50K
23012,<=50K
23013,<=50K
23016,>50K
23017,<=50K
23019,<=50K
23020,<=50K
23021,<=50K
23022,<=50K
23023,<=50K
23024,<=50K
23025,<=50K
23026,<=50K
23027,>50K
23028,<=50K
23029,<=50K
23030,<=50K
23031,<=50K
23032,>50K
23033,<=50K
23035,<=50K
23036,<=50K
23037,<=50K
23038,<=50K
23039,>50K
23040,<=50K
23041,<=50K
23042,<=50K
23043,<=50K
23044,>50K
23045,>50K
23046,>50K
23048,<=50K
23049,<=50K
23050,>50K
23051,<=50K
23052,<=50K
23053,<=50K
23054,<=50K
23055,<=50K
23056,<=50K
23057,<=50K
23058,<=50K
23059,<=50K
23060,<=50K
23061,<=50K
23062,<=50K
23063,<=50K
23064,<=50K
23065,<=50K
23066,>50K
23067,<=50K
23068,>50K
23069,<=50K
23070,<=50K
23071,<=50K
23072,<=50K
23073,>50K
23074,<=50K
23075,<=50K
23076,<=50K
23077,<=50K
23078,>50K
23080,<=50K
23081,<=50K
23082,<=50K
23083,<=50K
23084,>50K
23085,>50K
23086,<=50K
23087,<=50K
23088,<=50K
23089,<=50K
23090,<=50K
23091,<=50K
23092,<=50K
23093,<=50K
23094,<=50K
23095,>50K
23096,<=50K
23097,>50K
23098,<=50K
23099,<=50K
23100,<=50K
23101,<=50K
23102,<=50K
23103,<=50K
23104,>50K
23105,<=50K
23106,<=50K
23107,<=50K
23108,<=50K
23109,<=50K
23110,<=50K
23111,<=50K
23112,<=50K
23113,<=50K
23114,>50K
23116,<=50K
23117,<=50K
23118,<=50K
23119,<=50K
23120,<=50K
23121,<=50K
23122,<=50K
23123,<=50K
23124,>50K
23126,<=50K
23127,<=50K
23128,<=50K
23129,<=50K
23130,>50K
23131,>50K
23132,<=50K
23133,<=50K
23134,<=50K
23135,<=50K
23136,<=50K
23137,<=50K
23138,<=50K
23139,<=50K
23140,<=50K
23142,<=50K
23144,<=50K
23145,<=50K
23146,<=50K
23147,<=50K
23148,<=50K
23149,<=50K
23150,>50K
23151,>50K
23152,<=50K
23153,<=50K
23154,<=50K
23155,<=50K
23156,<=50K
23157,>50K
23159,<=50K
23160,>50K
23161,>50K
23162,<=50K
23163,<=50K
23164,<=50K
23165,<=50K
23166,<=50K
23167,<=50K
23168,<=50K
23169,<=50K
23170,<=50K
23171,>50K
23172,<=50K
23173,<=50K
23174,<=50K
23175,<=50K
23176,<=50K
23178,>50K
23179,<=50K
23180,<=50K
23181,>50K
23182,<=50K
23183,<=50K
23184,<=50K
23185,>50K
23186,<=50K
23187,>50K
23188,<=50K
23189,<=50K
23190,<=50K
23191,<=50K
23192,>50K
23193,<=50K
23194,<=50K
23196,<=50K
23197,<=50K
23198,<=50K
23199,<=50K
23200,<=50K
23201,<=50K
23202,<=50K
23203,<=50K
23204,<=50K
23205,>50K
23206,>50K
23207,<=50K
23208,<=50K
23209,<=50K
23210,<=50K
23211,<=50K
23212,<=50K
23213,<=50K
23214,<=50K
23215,>50K
23217,<=50K
23218,<=50K
23219,<=50K
23220,<=50K
23221,<=50K
23222,>50K
23223,>50K
23224,<=50K
23225,<=50K
23226,<=50K
23227,<=50K
23228,<=50K
23230,<=50K
23231,<=50K
23232,<=50K
23233,<=50K
23234,<=50K
23235,>50K
23236,<=50K
23237,<=50K
23238,>50K
23239,<=50K
23240,<=50K
23241,>50K
23242,<=50K
23243,>50K
23244,<=50K
23245,<=50K
23246,<=50K
23247,<=50K
23248,<=50K
23249,<=50K
23250,<=50K
23251,<=50K
23252,>50K
23253,<=50K
23254,>50K
23255,<=50K
23256,<=50K
23257,<=50K
23258,<=50K
23259,<=50K
23260,<=50K
23261,<=50K
23262,<=50K
23263,<=50K
23264,<=50K
23265,<=50K
23266,>50K
23267,>50K
23268,<=50K
23269,>50K
23270,<=50K
23271,<=50K
23272,>50K
23273,>50K
23275,>50K
23277,<=50K
23278,<=50K
23279,<=50K
23280,<=50K
23281,>50K
23282,<=50K
23283,<=50K
23284,<=50K
23285,<=50K
23286,<=50K
23287,>50K
23288,<=50K
23289,<=50K
23290,<=50K
23291,<=50K
23293,>50K
23294,<=50K
23295,<=50K
23296,<=50K
23297,<=50K
23298,<=50K
23299,>50K
23300,<=50K
23301,<=50K
23302,>50K
23303,<=50K
23304,>50K
23305,<=50K
23306,<=50K
23307,<=50K
